0.000000, 0.875100 
1.000000, 0.880699 
2.000000, 0.881536 
3.000000, 0.875184 
4.000000, 0.878910 
5.000000, 0.872560 
6.000000, 0.884649 
7.000000, 0.882499 
8.000000, 0.867978 
9.000000, 0.884466 
10.000000, 0.881815 
11.000000, 0.877178 
12.000000, 0.874172 
13.000000, 0.891775 
14.000000, 0.879248 
15.000000, 0.877157 
16.000000, 0.874115 
17.000000, 0.886589 
18.000000, 0.881218 
19.000000, 0.870968 
20.000000, 0.880952 
21.000000, 0.887387 
22.000000, 0.891709 
23.000000, 0.870968 
24.000000, 0.888889 
25.000000, 0.835784 
26.000000, 0.876833 
27.000000, 0.909699 
28.000000, 0.875000 
29.000000, 0.882353 
30.000000, 0.900000 
31.000000, 0.931217 
32.000000, 0.829545 
33.000000, 0.808219 
34.000000, 0.932203 
35.000000, 0.800000 
36.000000, 0.875000 
37.000000, 0.857143 
38.000000, 0.893939 
39.000000, 0.847458 
40.000000, 0.860000 
41.000000, 0.930233 
42.000000, 0.850000 
43.000000, 0.911765 
44.000000, 0.806452 
45.000000, 0.840000 
46.000000, 0.904762 
47.000000, 0.789474 
48.000000, 1.000000 
49.000000, 1.000000 
50.000000, 0.933333 
51.000000, 0.857143 
52.000000, 1.000000 
53.000000, 1.000000 
54.000000, 0.916667 
55.000000, 0.636364 
56.000000, 0.714286 
57.000000, 1.000000 
58.000000, 0.600000 
59.000000, 0.666667 
60.000000, 1.000000 
61.000000, 1.000000 
62.000000, 1.000000 
63.000000, 1.000000 
64.000000, 1.000000 
65.000000, 0.500000 
66.000000, 1.000000 
