0.000000, 0.000000 
0.384615, 0.043000 
0.769231, 0.102000 
1.153846, 0.137000 
1.538462, 0.186000 
1.923077, 0.228000 
2.307692, 0.272000 
2.692308, 0.302000 
3.076923, 0.341000 
3.461538, 0.381000 
3.846154, 0.419000 
4.230769, 0.443000 
4.615385, 0.471000 
5.000000, 0.498000 
5.384615, 0.513000 
5.769231, 0.530000 
6.153846, 0.552000 
6.538462, 0.576000 
6.923077, 0.591000 
7.307692, 0.605000 
7.692308, 0.625000 
8.076923, 0.641000 
8.461538, 0.658000 
8.846154, 0.682000 
9.230769, 0.693000 
9.615385, 0.708000 
10.000000, 0.729000 
10.384615, 0.741000 
10.769231, 0.752000 
11.153846, 0.762000 
11.538462, 0.774000 
11.923077, 0.782000 
12.307692, 0.793000 
12.692308, 0.798000 
13.076923, 0.815000 
13.461538, 0.822000 
13.846154, 0.830000 
14.230769, 0.835000 
14.615385, 0.839000 
15.000000, 0.848000 
15.384615, 0.854000 
15.769231, 0.860000 
16.153846, 0.868000 
16.538462, 0.870000 
16.923077, 0.879000 
17.307692, 0.885000 
17.692308, 0.892000 
18.076923, 0.898000 
18.461538, 0.903000 
18.846154, 0.910000 
19.230769, 0.914000 
19.615385, 0.919000 
20.000000, 0.922000 
20.384615, 0.924000 
20.769231, 0.927000 
21.153846, 0.931000 
21.538462, 0.937000 
21.923077, 0.941000 
22.307692, 0.943000 
22.692308, 0.946000 
23.076923, 0.950000 
23.461538, 0.951000 
23.846154, 0.951000 
24.230769, 0.956000 
24.615385, 0.956000 
25.000000, 0.959000 
25.384615, 0.962000 
25.769231, 0.963000 
26.153846, 0.964000 
26.538462, 0.964000 
26.923077, 0.965000 
27.307692, 0.966000 
27.692308, 0.968000 
28.076923, 0.968000 
28.461538, 0.972000 
28.846154, 0.974000 
29.230769, 0.976000 
29.615385, 0.978000 
30.000000, 0.980000 
30.384615, 0.981000 
30.769231, 0.981000 
31.153846, 0.983000 
31.538462, 0.984000 
31.923077, 0.984000 
32.307692, 0.984000 
32.692308, 0.985000 
33.076923, 0.985000 
33.461538, 0.985000 
33.846154, 0.986000 
34.230769, 0.987000 
34.615385, 0.988000 
35.000000, 0.989000 
35.384615, 0.989000 
35.769231, 0.989000 
36.153846, 0.990000 
36.538462, 0.991000 
36.923077, 0.991000 
37.307692, 0.992000 
37.692308, 0.992000 
38.076923, 0.992000 
38.461538, 0.992000 
38.846154, 0.992000 
39.230769, 0.993000 
39.615385, 0.993000 
40.000000, 0.993000 
40.384615, 0.994000 
40.769231, 0.995000 
41.153846, 0.995000 
41.538462, 0.995000 
41.923077, 0.995000 
42.307692, 0.997000 
42.692308, 0.997000 
43.076923, 0.997000 
43.461538, 0.997000 
43.846154, 0.997000 
44.230769, 0.997000 
44.615385, 0.997000 
45.000000, 0.997000 
45.384615, 0.997000 
45.769231, 0.997000 
46.153846, 0.997000 
46.538462, 0.997000 
46.923077, 0.998000 
47.307692, 0.998000 
47.692308, 0.998000 
48.076923, 0.998000 
48.461538, 0.998000 
48.846154, 0.998000 
49.230769, 0.998000 
49.615385, 0.998000 
50.000000, 0.998000 
50.384615, 0.998000 
50.769231, 0.998000 
51.153846, 0.998000 
51.538462, 0.998000 
51.923077, 0.998000 
52.307692, 0.998000 
52.692308, 0.998000 
53.076923, 0.998000 
53.461538, 0.998000 
53.846154, 0.998000 
54.230769, 0.998000 
54.615385, 0.999000 
55.000000, 0.999000 
55.384615, 0.999000 
55.769231, 0.999000 
56.153846, 0.999000 
56.538462, 0.999000 
56.923077, 0.999000 
57.307692, 0.999000 
57.692308, 0.999000 
58.076923, 0.999000 
58.461538, 0.999000 
58.846154, 0.999000 
59.230769, 0.999000 
59.615385, 0.999000 
60.000000, 1.000000 
60.384615, 1.000000 
60.769231, 1.000000 
61.153846, 1.000000 
61.538462, 1.000000 
61.923077, 1.000000 
62.307692, 1.000000 
62.692308, 1.000000 
63.076923, 1.000000 
63.461538, 1.000000 
63.846154, 1.000000 
64.230769, 1.000000 
64.615385, 1.000000 
65.000000, 1.000000 
65.384615, 1.000000 
65.769231, 1.000000 
66.153846, 1.000000 
66.538462, 1.000000 
66.923077, 1.000000 
67.307692, 1.000000 
67.692308, 1.000000 
